workerid	noun	distractorValues	item	slide_number	imgs	predicate2	predicate1	response	condition
0	ball	[u'green', u'solid', u'blue', u'checkered']	[u'red', u'spotted']	3	[[u'red_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'target'], [u'green_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	red	spotted	0.2	filler
0	cup	[u'red', u'metal', u'blue', u'wooden']	[u'green', u'plastic']	4	[[u'green_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_plastic_cup.png', u'target'], [u'green_wooden_cup.png', u'other']]	plastic	green	0.89	second_informative
0	cup	[u'red', u'glass', u'blue', u'metal']	[u'green', u'wooden']	5	[[u'green_wooden_cup.png', u'target'], [u'red_wooden_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other']]	wooden	green	0.89	second_informative
0	ball	[u'red', u'striped', u'green', u'checkered']	[u'blue', u'spotted']	6	[[u'blue_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'blue_spotted_ball.png', u'target'], [u'red_spotted_ball.png', u'other']]	spotted	blue	0.78	filler
0	cup	[u'red', u'metal', u'blue', u'wooden']	[u'green', u'glass']	7	[[u'blue_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_glass_cup.png', u'target'], [u'green_metal_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other']]	green	glass	0.13	second_informative
0	ball	[u'green', u'striped', u'red', u'spotted']	[u'blue', u'solid']	8	[[u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_solid_ball.png', u'target'], [u'green_solid_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	blue	solid	0.91	first_informative
0	cup	[u'red', u'plastic', u'blue', u'glass']	[u'green', u'metal']	9	[[u'green_plastic_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_metal_cup.png', u'target'], [u'red_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other']]	green	metal	0.16	first_informative
0	cup	[u'red', u'wooden', u'green', u'metal']	[u'blue', u'glass']	10	[[u'blue_glass_cup.png', u'target'], [u'green_metal_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_wooden_cup.png', u'other']]	blue	glass	0.16	filler
0	ball	[u'red', u'spotted', u'blue', u'checkered']	[u'green', u'striped']	11	[[u'red_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'target'], [u'red_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other']]	striped	green	0.21	first_informative
0	ball	[u'red', u'solid', u'blue', u'checkered']	[u'green', u'spotted']	12	[[u'green_checkered_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'target'], [u'green_solid_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'other']]	green	spotted	0.24	second_informative
0	ball	[u'red', u'striped', u'green', u'solid']	[u'blue', u'checkered']	13	[[u'blue_checkered_ball.png', u'target'], [u'blue_solid_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other']]	blue	checkered	0.57	second_informative
0	ball	[u'green', u'checkered', u'blue', u'spotted']	[u'red', u'solid']	14	[[u'red_solid_ball.png', u'target'], [u'red_checkered_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	solid	red	0.25	second_informative
0	ball	[u'red', u'spotted', u'green', u'solid']	[u'blue', u'striped']	15	[[u'blue_solid_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'target'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other']]	striped	blue	0.21	second_informative
0	ball	[u'blue', u'spotted', u'red', u'striped']	[u'green', u'checkered']	16	[[u'blue_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'target'], [u'blue_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other']]	green	checkered	0.36	filler
0	cup	[u'red', u'metal', u'green', u'plastic']	[u'blue', u'wooden']	17	[[u'red_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_wooden_cup.png', u'target'], [u'green_wooden_cup.png', u'other']]	blue	wooden	0.18	first_informative
0	cup	[u'green', u'wooden', u'blue', u'plastic']	[u'red', u'metal']	18	[[u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'red_metal_cup.png', u'target'], [u'red_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other']]	red	metal	0.1	second_informative
0	cup	[u'green', u'glass', u'blue', u'metal']	[u'red', u'plastic']	19	[[u'blue_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_plastic_cup.png', u'target'], [u'green_plastic_cup.png', u'other']]	plastic	red	0.79	first_informative
0	cup	[u'green', u'wooden', u'blue', u'plastic']	[u'red', u'glass']	20	[[u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_glass_cup.png', u'target'], [u'green_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_plastic_cup.png', u'other']]	glass	red	0.84	filler
0	cup	[u'red', u'metal', u'green', u'glass']	[u'blue', u'plastic']	21	[[u'blue_plastic_cup.png', u'target'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_plastic_cup.png', u'other']]	plastic	blue	0.85	first_informative
0	cup	[u'green', u'plastic', u'blue', u'glass']	[u'red', u'wooden']	22	[[u'green_wooden_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'target'], [u'red_plastic_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_glass_cup.png', u'other']]	wooden	red	0.78	filler
0	ball	[u'green', u'striped', u'blue', u'spotted']	[u'red', u'checkered']	23	[[u'blue_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'target'], [u'green_checkered_ball.png', u'other']]	checkered	red	0.69	first_informative
