workerid	adjective	quiz_response	relevant_adjective	text	enteredText	response	correct_response	adj1_response	slide_number	predicate2	predicate1	correct	adj2_response
0	scrib	second	NA	NA	NA	NA	second	NA	6	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	7	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	8	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	9	NA	NA	NA	NA
0	lann	second	NA	NA	NA	NA	second	NA	10	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	11	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	12	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	13	NA	NA	NA	NA
0	lann	second	NA	NA	NA	NA	second	NA	14	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	15	NA	NA	NA	NA
0	lann	second	NA	NA	NA	NA	second	NA	16	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	17	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	18	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	19	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	20	NA	NA	NA	NA
0	lann	second	NA	NA	NA	NA	second	NA	21	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	22	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	23	NA	NA	NA	NA
0	lann	second	NA	NA	NA	NA	second	NA	24	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	25	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	26	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	27	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	28	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	29	NA	NA	NA	NA
0	lann	second	NA	NA	NA	NA	second	NA	30	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	31	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	32	NA	NA	NA	NA
0	lann	second	NA	NA	NA	NA	second	NA	33	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	34	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	35	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	36	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	37	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	38	NA	NA	NA	NA
0	lann	second	NA	NA	NA	NA	second	NA	39	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	40	NA	NA	NA	NA
0	lann	first	NA	NA	NA	NA	first	NA	41	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	42	NA	NA	NA	NA
0	lann	second	NA	NA	NA	NA	second	NA	43	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	44	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	45	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	46	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	47	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	48	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	49	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	50	NA	NA	NA	NA
0	lann	second	NA	NA	NA	NA	second	NA	51	NA	NA	NA	NA
0	scrib	first	NA	NA	NA	NA	first	NA	52	NA	NA	NA	NA
0	scrib	second	NA	NA	NA	NA	second	NA	53	NA	NA	NA	NA
0	NA	NA	NA	NA	the green lann spaceship 	NA	NA	NA	55	NA	NA	correct	NA
0	NA	NA	NA	NA	the blue spaceship  	NA	NA	NA	56	NA	NA	inconsistent	NA
0	NA	NA	NA	NA	the red scrib  	NA	NA	NA	57	NA	NA	correct	NA
