EntropyGain	kappa1	kappa2	kappa3	kappa4	loss_2	loss_1	alpha	C1	C2	C3	C4
184|    }	0.275395953967	0.36786334624	0.633845734839	0.983997614923	0.955252959753	0.0	1.0	0.0203858752561	0.764914241948	0.947637013426	0.0918454671524
0.16797852378251799	0.471348300213	0.665465826593	0.0298166714643	0.385246846325	0.691453053062	0.0	1.0	0.202999921193	0.710052519551	0.392686383	0.930517650497
0.16852573994367437	0.512745761276	0.711001183204	0.147419615104	0.968562128388	0.960090525418	0.0	1.0	0.574590857541	0.180632739314	0.539824430013	0.598097895075
0.10177416984643739	0.0262444596439	0.414777259937	0.693878873859	0.361142323157	0.292425423381	0.0	1.0	0.261778348025	0.642635040963	0.775963012252	0.596206771103
0.5289689369039152	0.247543023169	0.925512702876	0.440575115673	0.185613173515	0.397727901618	0.0	1.0	0.420752052589	0.0674771260753	0.944276306503	0.213569365113
-0.07973383939762924	0.521681385064	0.561185898524	0.627073007408	0.804080524593	0.675520169371	0.0	1.0	0.486408936494	0.266115075609	0.235279058588	0.437199211514
0.15966076364462056	0.0547759353031	0.481356364531	0.816107485054	0.406925596505	0.874235696651	0.0	1.0	0.227155417559	0.65386073075	0.825733031281	0.32279190923
0.074619288482904	0.00813100590709	0.387828102328	0.944864189455	0.78735960029	0.862214581671	0.0	1.0	0.875727722889	0.76970947626	0.962981229283	0.586129655947
0.03768789571380338	0.0819844765683	0.516404311164	0.854357392756	0.0268976745931	0.431072095418	0.0	1.0	0.537624624878	0.848471912517	0.613167192218	0.966794671573
0.16295002323561802	0.404687527175	0.737721396873	0.022162786417	0.760906104559	0.340085622898	0.0	1.0	0.222236519014	0.481139802351	0.136987747481	0.399879283453
0.013934133583301866	0.0299992034723	0.662693092768	0.469086962988	0.0852818641817	0.097470163995	0.0	1.0	0.208881341087	0.449096297169	0.244842699494	0.272519479777
0.049588722131166496	0.367399085469	0.819389153328	0.261181315013	0.140523392581	0.678046421716	0.0	1.0	0.100968776156	0.332644185847	0.162788706879	0.89930486956
-0.07601087946588114	0.160541935736	0.464477273684	0.301177617187	0.491783212937	0.394930208048	0.0	1.0	0.943972551357	0.13217724032	0.560268900713	0.512705171555
0.029620341238516312	0.39694409851	0.75514079752	0.820609444729	0.457792996955	0.347528383744	0.0	1.0	0.984267825272	0.0899595111803	0.418594155026	0.365080922956
0.049150089211453696	0.162868226541	0.528451190661	0.28827052293	0.708250050688	0.511092922857	0.0	1.0	0.875897352314	0.235558208045	0.707862475136	0.201580823293
0.37068126618306585	0.669175071895	0.924722234068	0.734695504915	0.906477377475	0.365552625833	0.0	1.0	0.757962159312	0.293358354254	0.725402289348	0.0644421095867
0.10753728939342748	0.15104695488	0.91443391997	0.630394791128	0.102591906259	0.223871330922	0.0	1.0	0.999816808415	0.884549809824	0.441409776079	0.238311667955
184|    }	0.193840852785	0.235605347905	0.696787685752	0.84485713859	0.712546554106	0.0	1.0	0.0278366756618	0.484153834077	0.220119507729	0.112487738435
0.12286935046182146	0.328492359251	0.689695841007	0.741214522716	0.857801245626	0.74403229139	0.0	1.0	0.60687954578	0.424247103828	0.714030706198	0.0166173683017
0.00545756293527222	0.0194429435158	0.703121982154	0.559602839688	0.107941017726	0.159487761809	0.0	1.0	0.803453080574	0.190999332238	0.330304221213	0.0852652811306
0.09080221039224701	0.73129802908	0.740135807742	0.235657599159	0.127095018499	0.39978457769	0.0	1.0	0.0702016323413	0.309153270066	0.400273336707	0.894166010022
0.2682436278965411	0.640958840565	0.850014560144	0.233494627361	0.606130988436	0.410679242398	0.0	1.0	0.427490363033	0.175384890022	0.738629807726	0.88457920201
184|    }	0.247399747831	0.882885232668	0.797247542683	0.401541678668	0.615258718153	0.0	1.0	0.853943144724	0.10477192397	0.00560042012153	0.870912651448
-0.04143335432345352	0.700122832939	0.713010759372	0.0054408988036	0.0440285992993	0.688679897656	0.0	1.0	0.82864405879	0.285656875334	0.392030856193	0.852656768136
0.028123851653807153	0.0272272435273	0.70214174768	0.448606229286	0.640728658368	0.239918118782	0.0	1.0	0.3503076661	0.776601614401	0.722691344512	0.0962106253606
0.3233745471187164	0.442840085422	0.874888136525	0.932754547725	0.704218197499	0.227282352513	0.0	1.0	0.324283686588	0.122461819621	0.0679944269621	0.616511568739
184|    }	0.135585761644	0.29222597759	0.347938688429	0.249383811694	0.944807917461	0.0	1.0	0.0193370883086	0.195304190472	0.614343303325	0.767968869218
0.21718158558152675	0.723529791447	0.957788704859	0.277698024145	0.802736510962	0.126733628555	0.0	1.0	0.935658314553	0.555658591117	0.486594750895	0.108195908023
0.6448098874426065	0.0564478471429	0.964359181194	0.565120113484	0.226930707602	0.881797640038	0.0	1.0	0.598715987085	0.365114228138	0.750992514626	0.75739469367
0.15846996049576867	0.140261461532	0.631656322177	0.0245644252524	0.986339489806	0.305675774736	0.0	1.0	0.390333100551	0.0622346362558	0.589010766583	0.543983028175
0.05881675421984922	0.0100952702976	0.531614980865	0.994475920649	0.759373893744	0.145166323482	0.0	1.0	0.4689083953	0.545774462088	0.938044311583	0.153407427507
0.03867053428739764	0.428314119316	0.781084756462	0.0112998538628	0.619824592557	0.0650355622464	0.0	1.0	0.410597772154	0.245552189681	0.314083695973	0.349853355114
-0.00934299386525228	0.490254778045	0.890009641896	0.161595485008	0.126924094009	0.166734604312	0.0	1.0	0.267476724235	0.204107987826	0.724953877958	0.339375957348
0.015005493517898927	0.163650416436	0.54586612823	0.440411316602	0.172695287545	0.149279438696	0.0	1.0	0.670005812028	0.295165765775	0.656207337731	0.111253340443
0.14887341315481528	0.415649166134	0.886239707564	0.620568403649	0.257724322434	0.552703318332	0.0	1.0	0.449942562659	0.670096664751	0.404034804239	0.260018545125
-0.2899239695554352	0.94888746362	0.985139162041	0.567882264544	0.976070440893	0.638046457351	0.0	1.0	0.103645971488	0.443669256422	0.383655912658	0.65615818353
-0.00519439503211927	0.432128022842	0.96346830564	0.216767706658	0.80221313239	0.00785915107231	0.0	1.0	0.464535923952	0.615245822872	0.667596921429	0.362931661459
0.6199969343529916	0.279001742441	0.987838707481	0.291408284068	0.457705291642	0.959487564939	0.0	1.0	0.87334249542	0.35108857309	0.363549983764	0.857515045659
0.15945534527014937	0.318691129637	0.633615373566	0.662900915275	0.934276989647	0.656535497243	0.0	1.0	0.252247629146	0.924759989922	0.824740993868	0.718297297388
-0.00835906204393555	0.0301418491619	0.168846860226	0.907940951848	0.255974679481	0.882601593381	0.0	1.0	0.897896093503	0.774832873991	0.899092495436	0.0139894044709
0.05879700418260303	0.53430140131	0.593638203824	0.109056707338	0.641566580818	0.897940488446	0.0	1.0	0.552290531657	0.773867246814	0.271286580382	0.77609432882
0.025923644673685464	0.635348714637	0.908964132271	0.195754603366	0.818943402595	0.746143744102	0.0	1.0	0.528443273147	0.862344712097	0.372514319327	0.842074267963
0.10652078827602018	0.117801423558	0.463599152569	0.347831713746	0.565947171291	0.841896706452	0.0	1.0	0.368739345239	0.554601680078	0.069784174787	0.948294186086
0.054602852907635446	0.113631997515	0.392793244226	0.798900728639	0.72947695842	0.0921080333519	0.0	1.0	0.932251379964	0.719682009253	0.721338698703	0.484178096451
