EntropyGain	kappa1	kappa2	kappa3	kappa4	loss_2	loss_1	alpha	C1	C2	C3	C4
-0.0034572391387922563	0.330440135507	0.582329502459	0.0207067888211	0.508887778656	0.0856721093512	0.0	1.0	0.810211680181	0.398234059046	0.963609064493	0.0600622596451
-0.10612979093528829	0.816919289631	0.878986126321	0.906446172284	0.3802796063	0.947996380296	0.0	1.0	0.1736995264	0.342717180254	0.829084359292	0.783183984492
148|       return world;	0.12936980596	0.686004085401	0.814206307412	0.362150884035	0.658122349711	0.0	1.0	0.000160506998067	0.540520551225	0.682791360906	0.708239018372
0.00010161946588427284	0.271531883656	0.610876582321	0.998270580091	0.0408796565157	0.528081276745	0.0	1.0	0.801640801475	0.881354340257	0.308857464064	0.659655415001
184|    }	0.643242574697	0.669418194564	0.787171217293	0.933556232966	0.639163839556	0.0	1.0	0.472515955051	0.0535854301459	0.979768597125	0.719193445734
0.0837942866667305	0.482764442885	0.702381991098	0.244122724608	0.0525218633022	0.768191718452	0.0	1.0	0.205427814906	0.217180880692	0.635479941496	0.285170514392
0.5007745858546102	0.0559197480941	0.951205281664	0.17601156679	0.372553287059	0.685653598251	0.0	1.0	0.893361551609	0.543083405199	0.964204347729	0.633148247999
0.30498671129057864	0.24562229112	0.899701992593	0.835974079342	0.0869279193394	0.931235367828	0.0	1.0	0.606586867707	0.785465516992	0.257894375177	0.90294647177
0.12315831163334023	0.744000711331	0.994827386075	0.427441867249	0.0725673501433	0.310283742208	0.0	1.0	0.358096717438	0.58865129379	0.141225676544	0.547883246604
0.19487006807092344	0.204557823894	0.683423555866	0.903394228419	0.716174318947	0.926172773441	0.0	1.0	0.196372523294	0.110237757768	0.100089580861	0.540159729706
-0.015501433172832702	0.146950316189	0.414893625408	0.495493120869	0.854480361251	0.485218333354	0.0	1.0	0.667689266489	0.996808725391	0.832783454541	0.535422919863
184|    }	0.202860138505	0.249973652575	0.440740436957	0.413581809389	0.796361675251	0.0	1.0	0.058176253818	0.744806898959	0.859342001185	0.988977694783
-0.047362543629570375	0.453365342097	0.515705142061	0.843606218036	0.153383236228	0.171870590725	0.0	1.0	0.64985867869	0.560092492556	0.518133646877	0.864013864115
-0.17205200589084124	0.0150614653475	0.0658841510413	0.325391849693	0.12613818053	0.650265289908	0.0	1.0	0.226152238371	0.259747847417	0.14657396791	0.269218255499
-0.14135905622696598	0.200314205371	0.530348730555	0.737624492248	0.0218529466645	0.609466688096	0.0	1.0	0.743887945943	0.125719659966	0.0951678569092	0.0478473724272
0.11611542118431661	0.119730553577	0.618007502491	0.770291177489	0.361979297838	0.569854961894	0.0	1.0	0.622337853111	0.897015785581	0.25044313577	0.496572148776
-0.04205990579649177	0.491732641339	0.799288149207	0.4539787473	0.403100300269	0.504944990406	0.0	1.0	0.0659544351545	0.6343354342	0.243414334598	0.933659059472
184|    }	0.581396615612	0.662556545781	0.356442501914	0.67265617148	0.0189452718449	0.0	1.0	0.199524830869	0.04611183439	0.830905657525	0.786773174254
0.06808563080983676	0.184030141635	0.260285754866	0.183645474158	0.0191032696032	0.0253160709571	0.0	1.0	0.570954944991	0.825526969414	0.218047656868	0.247645204619
0.22092369750679375	0.42363401136	0.754302990641	0.343233691884	0.792211140766	0.642399748348	0.0	1.0	0.747742096065	0.0435548475619	0.673715323459	0.651480083631
0.10311530795450963	0.536909166171	0.545249817119	0.945513801367	0.279791576198	0.575156802838	0.0	1.0	0.259101153383	0.805061587061	0.883502008333	0.883593481695
0.012873085368825699	0.146355080412	0.440716346335	0.175549376807	0.37159835217	0.0800875504477	0.0	1.0	0.791762345506	0.928080127395	0.211017603099	0.553847206851
-0.0014599696777158888	0.143268685128	0.300493646479	0.0763090402759	0.496726989104	0.06126373302	0.0	1.0	0.857395314509	0.992256443251	0.914296660682	0.77050914968
-0.022924660414502585	0.0686785413575	0.587415430433	0.310852661306	0.056604005052	0.696663919548	0.0	1.0	0.310318582703	0.914396856441	0.251471858485	0.210640504612
