EntropyGain	kappa1	kappa2	kappa3	kappa4	loss_2	loss_1	alpha	C1	C2	C3	C4
0.022054297185456484	0.500067020091	0.656987399931	0.398137218664	0.729704200229	0.389112016917	0.0	1.0	0.139049572362	0.139049572362	0.139049572362	0.139049572362
0.13246204883601298	0.466034001094	0.981325296577	0.952639199094	0.199622488537	0.111525742292	0.0	1.0	0.559259673277	0.559259673277	0.559259673277	0.559259673277
0.25023913628447336	0.304927021749	0.800899409239	0.785497739562	0.568688608238	0.923760944136	0.0	1.0	0.695883391618	0.695883391618	0.695883391618	0.695883391618
0.25399375676922076	0.594623296144	0.986198942071	0.110417955771	0.152969096552	0.153010370672	0.0	1.0	0.103200045588	0.103200045588	0.103200045588	0.103200045588
0.3021977158394227	0.608699650962	0.916973564457	0.0984610981354	0.754841878907	0.365567682985	0.0	1.0	0.556531972667	0.556531972667	0.556531972667	0.556531972667
0.16980706264411127	0.507680124294	0.690781474549	0.767377033993	0.320199971101	0.62469656055	0.0	1.0	0.600412675535	0.600412675535	0.600412675535	0.600412675535
0.05641878379890475	0.175962910419	0.391975785041	0.167754838338	0.101237434724	0.535958114622	0.0	1.0	0.272945155708	0.272945155708	0.272945155708	0.272945155708
0.12505872187573874	0.141422403091	0.538721739879	0.336742298554	0.0851216757733	0.675643470477	0.0	1.0	0.701642455771	0.701642455771	0.701642455771	0.701642455771
0.4229858940359068	0.420155441164	0.982116913653	0.402351515078	0.622233565391	0.75581022866	0.0	1.0	0.492977370799	0.492977370799	0.492977370799	0.492977370799
0.03396488569806544	0.453750810375	0.750233136674	0.141208904056	0.112744210323	0.0620509509019	0.0	1.0	0.227443902481	0.227443902481	0.227443902481	0.227443902481
0.23071039537551852	0.227138020761	0.774156362482	0.143520144904	0.731339646555	0.774703679089	0.0	1.0	0.647443859896	0.647443859896	0.647443859896	0.647443859896
0.027192958431534686	0.0850144315521	0.311085993614	0.846954469357	0.433610048294	0.027388045304	0.0	1.0	0.261512629336	0.261512629336	0.261512629336	0.261512629336
184|    }	0.682168525189	0.977527502202	0.561193722646	0.161736880948	0.368163448079	0.0	1.0	0.111963291829	0.111963291829	0.111963291829	0.111963291829
0.03620109078672862	0.585695789232	0.600639108667	0.938404911655	0.534944758791	0.312737786568	0.0	1.0	0.830551988179	0.830551988179	0.830551988179	0.830551988179
0.0325753944361379	0.3726821344	0.522497247277	0.193739443085	0.978190863545	0.861108696331	0.0	1.0	0.990802744557	0.990802744557	0.990802744557	0.990802744557
-0.12126102552792273	0.11405311602	0.426242865203	0.29471412259	0.30063126721	0.393241204438	0.0	1.0	0.12434774531	0.12434774531	0.12434774531	0.12434774531
0.32464301449276456	0.448890584234	0.921150875313	0.880063970784	0.830953853786	0.694829777349	0.0	1.0	0.711948682401	0.711948682401	0.711948682401	0.711948682401
0.2450157291335625	0.79524050546	0.995682463004	0.562790967311	0.0459042281625	0.719279370897	0.0	1.0	0.523671481171	0.523671481171	0.523671481171	0.523671481171
0.1604768072861511	0.0977932142106	0.937407050793	0.701264643145	0.374959432852	0.0851921303071	0.0	1.0	0.54815484022	0.54815484022	0.54815484022	0.54815484022
0.2701810151136834	0.00159974586282	0.881768575549	0.315741378443	0.0869337607347	0.43589781736	0.0	1.0	0.552955399333	0.552955399333	0.552955399333	0.552955399333
184|    }	0.265438437165	0.427715044592	0.849955211399	0.317365217576	0.43002553302	0.0	1.0	0.0111593360734	0.0111593360734	0.0111593360734	0.0111593360734
0.40134935806478045	0.17333862743	0.877211162032	0.463223607952	0.0650940397634	0.85339455735	0.0	1.0	0.354146661514	0.354146661514	0.354146661514	0.354146661514
0.08161840930043218	0.664762608818	0.762466262628	0.367576208294	0.62204347796	0.351343731512	0.0	1.0	0.561308572718	0.561308572718	0.561308572718	0.561308572718
